web-scraper-order,web-scraper-start-url,articles,articles-href,title,subtitle,author,content,date
"1570859292-4459","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/warren-teachers-fired-pregnancy_n_5d9ca7b4e4b03b475fa08b78","Elizabeth Warren Is Right. In The 1970s, Pregnant Teachers Didn’t Keep Their Jobs.","Back then, teaching was the national model for discriminating against pregnant workers and getting away with it.","","Among the very first federal cases against pregnancy discrimination was brought in 1973, by a Minnesota teacher named Margo Seaman, who sued her school district for forcing her, when she was seven months pregnant, to take a semesterlong leave of absence. Seaman was able to stay in her job but lost her fight for back pay, in no small part because her teacher’s union had capitulated in 1971 to a policy “providing for permanent ‘termination’ of a teacher after five months of pregnancy, with no guarantee of reinstatement.”","10/08/2019 05:52 pm ET"
"1570858948-2715","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/walter-schaub-democracy-intensive-care-ukraine_n_5d86d1f8e4b070d468cdc02a","U.S. Democracy Is ‘In The ICU’ After Ukraine Mess, Says Former Ethics Chief","“And some of the hospital staff are trying to smother it with a pillow,” warns Walter Shaub.","","Trump hasn’t denied he discussed Biden with Zelensky and told reporters Friday: “It doesn’t matter what was discussed.”","09/21/2019 11:43 pm ET"
"1570858917-2540","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/facebook-justice-department-antitrust_n_5d8d05bde4b0e9e76049983a","Justice Department To Open Facebook Antitrust Investigation, Source Says","Large tech companies have increasingly been on the defensive over lapses such as privacy breaches and outsized market influence.","","WASHINGTON, Sept 25 (Reuters) - The U.S. Justice Department will open an antitrust investigation of Facebook Inc, a person familiar with the matter said on Wednesday, marking the fourth recent antitrust probe of the social media company.","09/26/2019 02:52 pm ET"
"1570859207-4090","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/trump-white-house-impeachment-defense_n_5d9bda16e4b0fc935edf763a","After Stumbles, White House Aims To Hone Impeachment Defense","Trump aides are honing their approach after two weeks of what allies have described as a listless and unfocused response to the impeachment probe.","","Asked whether he believed the president was joking or in any way not serious when he suggested publicly that China should investigate the Bidens, Larry Kudlow, Trump’s top economic adviser, responded: “I don’t honestly know.”","10/07/2019 08:57 pm ET"
"1570859385-5018","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/bipartisan-letter-nba-china-hong-kong_n_5d9e579be4b06ddfc5131f6d","Bipartisan Group Of Lawmakers Blasts NBA For Caving To China","“Your statements come at a time when we would hope to see Americans standing up and speaking out,” the legislators wrote in a letter.","","A bipartisan group of lawmakers said Wednesday they were deeply concerned that the NBA had kowtowed to China after the organization apologized for an executive’s comments supporting protestors in Hong Kong.","10/09/2019 07:22 pm ET"
"1570859325-4637","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/nancy-pelosi-trump-impeachment-not-above-the-law_n_5d9d2d48e4b02c9da040a3a3","Nancy Pelosi Calls Trump’s Bluff: ‘You Are Not Above The Law’","The White House refused to cooperate with the impeachment inquiry, calling it an “unconstitutional” effort to overturn the 2016 election.","","“Mr. President, you are not above the law,” the speaker continued. “You will be held accountable.”","10/08/2019 09:25 pm ET"
"1570858948-2717","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/walter-schaub-democracy-intensive-care-ukraine_n_5d86d1f8e4b070d468cdc02a","U.S. Democracy Is ‘In The ICU’ After Ukraine Mess, Says Former Ethics Chief","“And some of the hospital staff are trying to smother it with a pillow,” warns Walter Shaub.","","Our Lady of She Had a Good Run hospital, where our republic’s on death watch, is administered by Senators who love power more than they love America. Our electoral process is what makes us a republic, and they’re fine with Trump soliciting a foreign power to harm it. #betrayal","09/21/2019 11:43 pm ET"
"1570859054-3326","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/tammy-kemp-amber-guyger-bible_n_5d975c9fe4b0f5bf7973da1d","Secular Groups Claim Judge Crossed A Line By Giving Amber Guyger Her Bible","The Freedom From Religion Foundation accused Judge Tammy Kemp of violating church-state separation by proselytizing to the convicted former police officer.","","Kemp ran as a Democrat during her bid for office in 2014, AP reports. During her campaign, she reportedly placed an ad in a local magazine where she called herself a “woman of faith with strong Christian values” and revealed that she and her husband had fasted and prayed about her decision to run.","10/04/2019 01:58 pm ET"
"1570859397-5094","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/cory-booker-ncaa-pay-college-athletes_n_5d9e3791e4b087efdba75a2f","Cory Booker Unveils Plan To Pay College Athletes And ‘End Exploitation In Sports’","One of the proposals by the Democratic presidential candidate could shatter the NCAA’s “amateur” model.","","Federal law enforcement agencies like the Department of Justice and FBI have also been loathe to use antitrust law against the NCAA, even when the opportunity has presented itself. The government’s recent landmark case against alleged corruption in college basketball, for instance, offered a prime opportunity for the federal agencies to go after the NCAA on antitrust grounds. Instead, they effectively took the side of the NCAA and its member universities and merely played whack-a-mole against the black market the NCAA’s own rules has created.","10/10/2019 06:00 am ET"
"1570858967-2794","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/finnish-president-donald-trump-finland-meme_n_5d9522a4e4b02911e11561d0","The Finnish President Looking ‘Finished’ With Trump Is Twitter’s Newest Meme","Finnish President Sauli Niinistö has joined the long list of people who have witnessed a Trump meltdown firsthand.","","I know we’re watching Trump meltdown on TV in front of Finland’s president, but have you considered Finland’s First Doggo, Lennu? pic.twitter.com/miF7vBT2s2","10/02/2019 08:54 pm ET"
"1570859435-5303","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/susan-collins-fundraising-brett-kavanaugh_n_5d9f3b58e4b02c9da045de63","Susan Collins Is Fundraising Off Her Brett Kavanaugh Vote: ‘Far Left’ Coming After Me","The GOP senator’s vote to confirm a man accused of sexual assault to the Supreme Court sparked outrage. Now she’s using it to raise money.","","Her Democratic challengers are also shining a light on her Kavanaugh vote, hoping to mobilize the Mainers still feeling betrayed by Collins a year later.","10/10/2019 01:11 pm ET"
"1570859116-3580","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/eric-ivanka-donald-trump-jr-joe-biden-conflicts-white-house-trump-organization_n_5d992e0de4b099389800d63a","Ex Bush Aide Says ‘Bivalves’ Have More Self-Awareness Than Trump Kids On Shady Deals","Eric and Donald Trump Jr. seem to be lobbing at Hunter Biden from a glass house, and don’t even know it.","","Kushner’s family members solicited Chinese investment in Beijing in 2017 with a presentation including photos of their very own White House adviser and the president — and promises that Chinese could get special U.S. investor visas if they pumped money into the Kushner family business.","10/05/2019 11:57 pm ET"
"1570859099-3497","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/escalating-impeachment-inquiry-rattles-state-department_n_5d988a32e4b03b475f99cf05","Escalating Impeachment Inquiry Rattles State Department","The department is reeling from daily revelations in the impeachment inquiry into President Donald Trump, according to former senior officials.","","Thursday saw the release of text messages between Ukraine special envoy Kurt Volker and two senior diplomats as they scrambled to accommodate Giuliani’s campaign to leverage American support for Ukraine in a search for potential political dirt.","10/05/2019 08:24 am ET"
"1570859576-6007","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/trump-ukraine-john-solomon-the-hill_n_5d9b9880e4b099389804c81b","A Lot Of Trump’s Ukraine Conspiracy Theories Come From One Right-Wing Columnist","There’s a direct line between John Solomon’s shaky allegations and the president’s brain.","","Solomon has defended his journalistic practices on Twitter. In a series of tweets this month, he said he would sometimes send people a “summary of my reporting” before publication. But according to the Daily Beast, what Solomon sent to Republican operatives hours before his Ukraine story was posted online was no “summary.” It was a copy of his story ― headline, lede, and paragraph after paragraph.","10/11/2019 06:05 pm ET"
"1570859346-4774","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/warren-fundraisers-general-election_n_5d9df113e4b02c9da0425c86","Warren Won’t Do Big Money Fundraisers In General Election","The 2020 Democratic presidential candidate had previously said she would skip them only for the primary.","","In a statement, Warren’s communications director, Kristen Orthman, said that the candidate would continue to attend fundraisers for the Democratic National Committee, state and local parties, and other Democratic candidates, and that those fundraisers would be open to the press. She also said that Warren — like almost every other Democratic candidate for president — would continue to turn down donations from federal lobbyists and political action committees.","10/09/2019 11:38 am ET"
"1570859397-5089","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/cory-booker-ncaa-pay-college-athletes_n_5d9e3791e4b087efdba75a2f","Cory Booker Unveils Plan To Pay College Athletes And ‘End Exploitation In Sports’","One of the proposals by the Democratic presidential candidate could shatter the NCAA’s “amateur” model.","","For Booker, though, the name, image and likeness issue could only mark the beginning of his efforts to reshape college sports. Part of his detailed plan calls for establishing a federal commission that would oversee sports in the U.S., a promise likely to set off alarm bells at the NCAA’s Indianapolis headquarters.","10/10/2019 06:00 am ET"
"1570859477-5464","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/house-subpoenas-rick-perry_n_5d9f9226e4b06ddfc5165763","Rick Perry Subpoenaed In House’s Trump Impeachment Probe","The energy secretary is the latest person in President Donald Trump’s orbit to face demands for documents.","","Perry’s subpoena is the latest the committees have issued as part of their impeachment inquiry. Others include those sent to the White House, Trump lawyer Rudy Giuliani, Vice President Mike Pence, the Pentagon and the budget office.","10/10/2019 04:29 pm ET"
"1570859109-3557","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/rudy-giuliani-mission-to-disrupt-the-world-fox-news_n_5d9899a1e4b03b475f99dab7","Rudy Giuliani Declares His Mission Is ‘To Disrupt The World’","Trump’s personal attorney is doubling down on his defenses of the president as both are ensnared in an escalating House impeachment probe.","","Text messages released the same day and published by The Washington Post revealed that U.S. diplomats believed Trump would not meet with Zelensky without first securing Ukraine’s commitment to the investigations.","10/05/2019 11:38 am ET"
"1570858967-2779","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/finnish-president-donald-trump-finland-meme_n_5d9522a4e4b02911e11561d0","The Finnish President Looking ‘Finished’ With Trump Is Twitter’s Newest Meme","Finnish President Sauli Niinistö has joined the long list of people who have witnessed a Trump meltdown firsthand.","","Trump demands a reporter ask the Finnish president a question.

The reporter asks a question.

Trump interrupts before the Finnish president can speak.

“I think the question is for me,” the Finnish president says.","10/02/2019 08:54 pm ET"
"1570859018-3114","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/general-motors-strike-long-haul_n_5d964f10e4b02911e117de9f","GM Strikers Settle In For The Long Haul","As the autoworkers’ strike grinds through its third week, workers say they’ll stay on the picket lines for as long as it takes.","","Pat Sippos believes that was the idea all along. He is 60 and has spent 35 years with GM.","10/03/2019 07:20 pm ET"
"1570859539-5772","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/betty-mccollum-minnesota-israeli-palestinian_n_5d926349e4b0e9e760514c1f","The Minnesota Congresswoman Who Can Criticize Israel","St. Paul’s Betty McCollum is radically progressive on U.S. policy toward Israel. Why don’t you ever hear about it?","","This article has been updated to include a more extensive quote from Amy Rotenberg.","10/11/2019 05:45 am ET"
"1570859261-4336","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/george-w-bush-chief-of-staff-impeachment-trump_n_5d9c7b02e4b0993898067ad2","Ex-White House Chief Of Staff: Trump Impeachment Inquiry Is ‘Warranted’","“Clearly lines have been crossed,” said Andrew Card, who served during George W. Bush’s presidency.","","Card, who also served as Transportation Secretary during George H.W. Bush’s presidency, said he’s not sure yet whether Trump’s dealings with Ukraine amount to an impeachable offense.","10/08/2019 12:38 pm ET"
"1570859366-4862","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/montgomery-alabama-steven-reed-election-celebration_n_5d9e36efe4b087efdba7586d","Politicians Celebrate Montgomery, Alabama, For Electing Its First Black Mayor","Former Tallahassee Mayor Andrew Gillum praised Steven Reed’s win on Twitter: “The South continues to transform itself.”","","Former Tallahassee, Florida, Mayor Andrew Gillum quickly recognized Reed’s historic accomplishment on Twitter. Gillum made history in his own state last year, becoming the first Black nominee for governor in Florida’s history.","10/09/2019 07:56 pm ET"
"1570859303-4502","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/trump-biden-big-lie_n_5d9cf04ee4b06ddfc50fdff9","Habitually Dishonest Trump Pushes His Biggest Lie Yet About The Democrat He Fears Most","Trump’s accusations against Joe Biden turn reality on its head. Biden’s Ukraine efforts were more likely to hurt his son’s company, not help it.","","Trump’s White House did not respond to HuffPost queries for this story.","10/08/2019 06:48 pm ET"
"1570859559-5906","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/doyle-canning-peter-defazio-progressive-primary-challenge-democrats-oregon-donald-trump_n_5da0b70be4b02c9da049d348","A Progressive Congressman’s Oversight Of Donald Trump Inspires Challenge From The Left","Oregon Rep. Peter DeFazio checks a lot of liberal boxes. But challenger Doyle Canning thinks he’s going easy on the president.","","“Under the Chairman’s direction, the House Transportation and Infrastructure Committee is moving legislation to implement the goals of the Green New Deal— goals that Doyle Canning claims to share, yet at the same time she believes that business should stop while Congress investigates Trump?” Gabrielson said. “You can’t have it both ways, and frankly it’s an absurd position.”","10/11/2019 02:52 pm ET"
"1570859135-3652","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/white-house-sunday-morning-shows_n_5d9a17dde4b03b475f9b1cb8","White House Officials Absent From Sunday Shows As Ukraine Controversy Grows","Trump’s facing an impeachment inquiry and not a single White House official signed on to answer questions about it.","","The White House did not immediately respond to HuffPost’s request for comment.","10/06/2019 04:32 pm ET"
"1570859239-4219","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/supreme-court-lgbtq-discrimination-case_n_5d9c843fe4b03b475fa019c0","Supreme Court Weighs Major Gay, Transgender Employment Rights Cases","Justices are set to hear two hours of arguments in three related cases, with LGBTQ rights activists planning demonstrations outside the courthouse.","","A ruling in favor of the plaintiffs would give gay and transgender workers greater protections, especially in the 28 U.S. states that do not already have comprehensive measures against employment discrimination. A ruling against the plaintiffs would mean gay and transgender people in those states would have few options to challenge workplace discrimination.","10/08/2019 09:48 am ET"
"1570859429-5250","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/white-house-aides-avoid-media-amid-impeachment-storm_n_5d9f1ba4e4b06ddfc514a27c","White House Aides Avoid Media Amid Impeachment Storm","It’s a well-worn strategy: Senior officials conveniently manage to be elsewhere when major controversies engulf the White House.","","It’s a well-worn strategy in the Trump White House: Senior officials conveniently manage to be elsewhere when major controversies engulf the building. The frequent absences of Jared Kushner, the Republican president’s son-in-law and senior adviser, and presidential daughter Ivanka Trump during moments of consequence have long been a running joke among their detractors. Their detours included a trip to Florida during the partial government shutdown.","10/10/2019 08:00 am ET"
"1570859138-3673","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/democratic-candidates-demand-answers-in-botham-jean-witness-death_n_5d9a4528e4b0fc935edc235d","2020 Democrats Demand Answers In Botham Jean Witness Death: ‘Horrific’","Joshua Brown, a key witness in the trial of ex-Dallas police officer Amber Guyger, was shot dead on Friday.","","“I’m heartsick for Joshua Brown’s family and friends,” Massachusetts Sen. Elizabeth Warren tweeted Friday. “He bravely stepped forward and testified to bring some justice for Botham Jean, and peace for his family. We need answers ― and Joshua Brown and his family need justice.”","10/06/2019 05:12 pm ET"
"1570859013-3054","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/diplomat-at-center-of-trump-impeachment-inquiry-says-he-warned-ukraine-to-stay-away_n_5d966448e4b02911e1180cfd","Diplomat At Center Of Trump Impeachment Inquiry Says He Warned Ukraine To Stay Away","Kurt Volker, who just resigned as special U.S. envoy to Ukraine, told Congress he wasn’t involved in Trump’s effort to have the Ukraine investigate Joe Biden.","","Volker appeared straightforward and forthcoming, and there was no question he did not answer, said one person, who spoke on condition of anonymity to discuss the private session.","10/03/2019 05:26 pm ET"
"1570859271-4365","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/trumps-big-ad-buy-has-democrats-spooked_n_5d9cfdd6e4b087efdba45c3b","Trump’s Big Ad Buy Has Democrats Spooked","Democrats think the president’s reelection campaign is wasting money, but are worried about just how much money the president can afford to waste.","","The campaign has begun airing the ads in the first four voting states in the Democratic 2020 presidential primary process ― Iowa, New Hampshire, Nevada and South Carolina ― in an apparent attempt to damage Biden’s chances of winning the nomination.","10/08/2019 06:17 pm ET"
"1570858984-2898","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/rudy-giuliani-paul-manafort-ukraine-theory_n_5d95a3cbe4b0f5bf796f7054","Giuliani Reportedly Contacted Imprisoned Manafort To Bolster Ukraine Conspiracy Theory","The president’s attorney has been peddling a baseless claim that Ukraine colluded with Hillary Clinton and others to undermine Donald Trump in 2016.","","Citing an interview with Giuliani himself, The Washington Post reported on Wednesday that the former New York mayor admitted to contacting Manafort via the prisoner’s lawyer several times in recent months. Manafort is serving a 7½-year term in a Pennsylvania federal prison for bank fraud, tax fraud and other charges stemming from special counsel Robert Mueller’s probe into Russian interference in the 2016 election.","10/03/2019 07:08 am ET"
"1570859315-4588","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/ice-moved-700-women-out-of-a-detention-center-and-wont-tell-lawyers-where-they-are_n_5d9cdd55e4b087efdba3fe71","ICE Moved 700 Women Out Of A Detention Center And Won’t Tell Lawyers Where They Are","Some of the women have serious medical issues, and lawyers worry they could die in detention.","","But according to lawyers who rely on the system to track their clients, the locator is unreliable.","10/08/2019 05:07 pm ET"
"1570859343-4720","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/saudi-seven-khashoggi_n_5d975e49e4b02911e11a38b1","Khashoggi’s Murder Should Have Made Saudi Arabia A Pariah. 7 Men Made Sure That Didn’t Happen.","Meet the key figures behind the scenes, from a journalist-turned-lobbyist to an evangelical writer, in the effort to preserve the kingdom’s image after the killing.","","Keeping HSBC and other powerful banks like Goldman Sachs, JPMorgan Chase and Citigroup close helps MBS argue all is well and his country and his economy aren’t going to be derailed by one pesky assassination. And the benefits flow both ways: those companies ensure they’re well-positioned to compete for the potentially hundreds of millions of dollars in fees they could earn off Saudi maneuvers like privatizing a segment of the state-owned oil company Aramco.","10/09/2019 05:45 am ET"
"1570859033-3201","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/davram-stiefler-jason-selvig-crazy-rudy-giuliani-subway-gag_n_5d967bdbe4b02911e118236a","Comedians Skewer Rudy Giuliani With Mock Subway Ads: ‘Need A Lawyer? Call Crazy Rudy’","He does back-channel deals, has no shame and “will work for free!” the satirical signs pitch.","","They also created the CrazyRudyLaw.com site, which advises: “In an effort to shield money from my wife during our divorce, I’m willing to work for FREE! I only ask that you pick up the bar tab at the end of our session.” The website also promises that the former New York mayor’s appearances will be “unhinged, combative and fun!”","10/03/2019 08:58 pm ET"
"1570859446-5371","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/trump-impeachment-republicans_n_5d9f6b2ce4b06ddfc5160dc9","Wavering GOP Sens. Land On A Trump Defense: It’s Bad, But He Shouldn’t Be Impeached","Republicans with political wiggle room say it could be worse. Others in tight races are playing dumb.","","But that changed Thursday, when Rep. John Shimkus (R-Ill.), who is not seeking reelection, announced he was withdrawing support from Trump over Turkey.","10/10/2019 06:05 pm ET"
"1570858999-3000","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/trump-tax-whistleblower_n_5d9608f2e4b0da7f6622b8ba","Chuck Grassley Slams Democrats’ Handling Of Tax Whistleblower","The GOP senator has defended the Ukraine whistleblower but says Democrats are mishandling this case involving Trump’s tax returns.","","Instead of bringing the tax whistleblower to wide attention, as House Intelligence Committee Chair Adam Schiff (D-Calif.) has done, Neal offered in the tax case to privately present the material to the judge overseeing the committee’s lawsuit.","10/03/2019 12:32 pm ET"
"1570859374-4940","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/gop-impeachment-fight-states_n_5d9e985ee4b02c9da043f812","GOP Taking Impeachment Fight From Washington To The States","The party has drawn up a list of more than 60 target races, aiming to make impeachment a central theme.","","Trump supporters in the crowd said the real misconduct was committed by Democrats.","10/09/2019 10:48 pm ET"
"1570859429-5258","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/white-house-aides-avoid-media-amid-impeachment-storm_n_5d9f1ba4e4b06ddfc514a27c","White House Aides Avoid Media Amid Impeachment Storm","It’s a well-worn strategy: Senior officials conveniently manage to be elsewhere when major controversies engulf the White House.","","Appearances have come instead from lower-profile staffers, including the vice president’s chief of staff, Marc Short; the acting director of Office of Management and Budget, Russell Vought; and economic adviser Larry Kudlow, who tried to stay out of the controversy. He’s said repeatedly that questions about Ukraine and the president’s efforts to dig up damaging information about former Vice President Joe Biden are way out of his lane.","10/10/2019 08:00 am ET"
"1570858984-2909","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/rudy-giuliani-paul-manafort-ukraine-theory_n_5d95a3cbe4b0f5bf796f7054","Giuliani Reportedly Contacted Imprisoned Manafort To Bolster Ukraine Conspiracy Theory","The president’s attorney has been peddling a baseless claim that Ukraine colluded with Hillary Clinton and others to undermine Donald Trump in 2016.","","“This story has since been debunked as baseless, though that has not prevented Trump, Giuliani, and other surrogates in conservative media from repeatedly pushing the story,” Waas noted.","10/03/2019 07:08 am ET"
"1570859515-5627","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/rudy-giuliani-fly-vienna-after-arrested-associates-flight_n_5d9fb8d1e4b087efdbab7b0a","Rudy Giuliani Planned Vienna Trip 1 Day After Arrested Associates Were Headed There: Report","The two associates, Lev Parnas and Igor Fruman, face charges of violating campaign finance laws.","","In comments to the Journal, Giuliani said that while Parnas and Fruman were going to Vienna on issues “related to their business,” he was only going to meet with them when they returned to Washington.","10/10/2019 07:45 pm ET"
"1570859457-5399","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/trump-attacks-fox-news-impeachment-poll_n_5d9f2f32e4b02c9da045814d","Trump Escalates Attacks On Fox News After Impeachment Poll","The network released a poll showing 51% of registered voters favor impeachment proceedings against him.","","The poll was covered on Thursday’s episode of “Fox & Friends,” which the president regularly watches.","10/10/2019 10:29 am ET"
"1570859278-4382","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/white-house-offiicals-trump-ukraine-phone-call_n_5d9cdf8ee4b06ddfc50f9cdd","More Details Emerge About How White House Officials Reacted To Trump’s Call With Ukraine","The president’s July 25 call with Ukraine’s President Volodymyr Zelensky reportedly sent shockwaves through the White House.","","Trump’s July 25 phone call with Ukrainian President Volodymyr Zelensky has prompted two whistleblower complaints, a House impeachment investigation and widespread concern across party lines.","10/08/2019 04:50 pm ET"
"1570859186-3928","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/cory-booker-voters-2020-election_n_5d76acafe4b0752102312854","Cory Booker Wants To Be More Than Every Voter’s 3rd Choice","The New Jersey senator, once the king of the political stunt, just pulled one off to save his 2020 presidential campaign. But can he do more?","","“If we’re not able to build the campaign organization, which means raise the money that we need to win the nomination, Cory’s not going to continue running and consuming resources that are better used on focusing on beating Donald Trump,” Demissie told the reporters on the call.","10/07/2019 02:47 pm ET"
"1570859281-4414","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/labor-department-restaurant-servers-minimum-wage_n_5d9cc8b5e4b02c9da03fc583","The Trump Administration Wants Restaurant Servers To Do More Work For Less Pay","The Labor Department acknowledges in an analysis that its new proposal on tipped workers might accomplish just that.","","As for Scalia, who was confirmed late last month, Murray said he “is already proving exactly what I feared: that he’ll really serve as a Secretary of Corporate Interests.”","10/08/2019 02:48 pm ET"
"1570858927-2606","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/data-for-progress-democrats-impeachment_n_5d8a40bce4b0c2a85cb1f634","Group Launches Fund To Protect Democrats In Swing States Who Support Impeaching Trump","The “Impeach The Motherf**ker Already” project aims to help reelect the lawmakers in 2020.","","Several more came out in support amid recent reports that Trump repeatedly pressured Ukraine President Volodymyr Zelensky in July to investigate former Vice President Joe Biden, a Democratic front-runner in the race to challenge Trump’s reelection.","09/24/2019 03:40 pm ET"
"1570859534-5701","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/trump-ilhan-omar-disgrace_n_5d9fdec4e4b06ddfc51730a2","Trump Rips Rep. Ilhan Omar As ‘Fraud’ And ‘Disgrace’ During Rally In Her District","President Donald Trump ranted against the Minnesota Democrat and vowed to prevent more Somalian refugees from entering the U.S.","","President Donald Trump slammed Rep. Ilhan Omar (D-Minn.) while speaking at a rally in her home state on Thursday, calling her a “fraud” and “disgrace to our country.”","10/10/2019 11:02 pm ET"
"1570859443-5353","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/nita-lowey-retirement-democrat-mondaire-jones-primary_n_5d9f784ae4b02c9da046a945","Veteran Congresswoman’s Retirement Could Open Door For Progressive Newcomer","Rep. Nita Lowey, a New York Democrat, already faced a primary challenge from attorney Mondaire Jones.","","Stavisky said she has no plans to endorse a candidate in the party’s primary, although she described Jones as “extremely impressive.”","10/10/2019 03:37 pm ET"
"1570859182-3911","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/elizabeth-warren-plan-brett-kavanaugh_n_5d9aa9dfe4b03b475f9bb770","Elizabeth Warren Has A Plan For Brett Kavanaugh","The Democratic 2020 presidential candidate is targeting misconduct in the federal judiciary, including the Supreme Court.","","Warren’s plan also proposes extending the Code of Conduct for United States Judges to the Supreme Court, which is currently not covered by such guidelines.","10/07/2019 09:00 am ET"
"1570859539-5744","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/betty-mccollum-minnesota-israeli-palestinian_n_5d926349e4b0e9e760514c1f","The Minnesota Congresswoman Who Can Criticize Israel","St. Paul’s Betty McCollum is radically progressive on U.S. policy toward Israel. Why don’t you ever hear about it?","","“It’s like, ‘Wait a second. We’re giving money, the U.S. government, to UNICEF, to do this report — and we’re giving money to the Israeli government to do the things that the report is about,’” Harper, McCollum’s chief of staff, said. “What’s wrong with this picture?”","10/11/2019 05:45 am ET"
"1570859492-5529","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/trump-rally-minnesota-hardcore-base_n_5d9f7940e4b087efdbaa9cc5","Minnesota Hasn’t Gone Republican Since Nixon, But Trump Is Pushing Hard Anyway","Trump almost won the state in 2016, giving his campaign hope it can take it next year and win reelection, even if he loses Wisconsin, Michigan and Pennsylvania.","","The main factor energizing Democratic voters in the suburbs has been Trump’s erratic behavior and untempered language, characteristics that Trump appears to see as a positive feature and continues to exhibit, particularly at rallies.","10/10/2019 11:46 pm ET"
"1570859239-4220","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/supreme-court-lgbtq-discrimination-case_n_5d9c843fe4b03b475fa019c0","Supreme Court Weighs Major Gay, Transgender Employment Rights Cases","Justices are set to hear two hours of arguments in three related cases, with LGBTQ rights activists planning demonstrations outside the courthouse.","","The court will hear two cases about gay people who have said they were fired due to their sexual orientation. One involves a former county child welfare services coordinator from Georgia named Gerald Bostock. The other involves a New York skydiving instructor named Donald Zarda. He died after the case began and the matter is being pursued by his estate.","10/08/2019 09:48 am ET"
"1570859429-5248","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/white-house-aides-avoid-media-amid-impeachment-storm_n_5d9f1ba4e4b06ddfc514a27c","White House Aides Avoid Media Amid Impeachment Storm","It’s a well-worn strategy: Senior officials conveniently manage to be elsewhere when major controversies engulf the White House.","","White House officials close to President Donald Trump are pulling off a disappearing act, remaining largely absent from public view — in the middle of the storm over impeachment.","10/10/2019 08:00 am ET"
"1570859067-3383","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/elizabeth-warren-2020-california_n_5d975434e4b0f5bf79739c81","Surging In The Polls, Elizabeth Warren Sets Her Sights On California’s Primary","The Massachusetts senator is picking up steam in the Golden State as home-state Sen. Kamala Harris’ polling numbers tumble.","","President Donald Trump’s re-election campaign and the Republican National Committee announced raising a combined $125 million in the third quarter, a record-setting haul. His war chest will only grow as Democrats spend several months ― and maybe more, in the case of a lengthy primary battle ― determining their nominee.","10/04/2019 05:20 pm ET"
