web-scraper-order,web-scraper-start-url,article,article-href,title,subtitle,author,content,date
"1570855403-478","https://www.nytimes.com/section/politics","ImageRick Perry’s Focus on Gas Company Entangles Him in Ukraine CaseThe energy secretary pushed for changes at Naftogaz with Ukraine’s new president as President Trump sought inquiries into political opponents.By Kenneth P. Vogel, Matina Stevis-Gridneff and Andrew E. Kramer","https://www.nytimes.com/2019/10/07/us/politics/rick-perry-ukraine.html","Rick Perry’s Focus on Gas Company Entangles Him in Ukraine Case","null","Kenneth P. Vogel","At a news conference on Monday in Vilnius, Lithuania, where he was meeting with Ukrainian and Polish energy officials, Mr. Perry said he asked Mr. Trump “multiple times” to hold a phone call with Mr. Zelensky.","Oct. 7, 2019"
"1570855303-172","https://www.nytimes.com/section/politics","Image‘I Gave the Other Guy a Shot’After taking a chance on Donald Trump in 2016, a swing county in western Pennsylvania is up for grabs again.By Trip Gabriel","https://www.nytimes.com/2019/10/07/us/politics/trump-democrats-pennsylvania-.html","‘I Gave the Other Guy a Shot’","After taking a chance on Donald Trump in 2016, a swing county in western Pennsylvania is up for grabs again.","Trip Gabriel","Mark Miller, the third-generation owner of Miller Brothers’ lawn and garden supply store in Erie, is a longtime Republican who cast a grudging vote for Mr. Trump.","Published Oct. 7, 2019"
"1570855505-924","https://www.nytimes.com/section/politics","ImageTrump’s Ukraine Call Was ‘Crazy’ and ‘Frightening,’ Official Told Whistle-BlowerThe whistle-blower wrote a memo describing an official who heard the call as “visibly shaken” by it.By Nicholas Fandos","https://www.nytimes.com/2019/10/08/us/politics/trump-ukraine-whistleblower.html","Trump’s Ukraine Call Was ‘Crazy’ and ‘Frightening,’ Official Told Whistle-Blower","The whistle-blower wrote a memo describing an official who heard the call as “visibly shaken” by it.","Nicholas Fandos","A palpable sense of concern had already taken hold among at least some in the White House that the call had veered well outside the bounds of traditional diplomacy, the officer wrote.","Oct. 8, 2019"
"1570855683-1488","https://www.nytimes.com/section/politics","ImageChina Trade Talks Restart as White House Explores Escalation OptionsExpectations for a limited deal grew, even as the Trump administration separately considered limiting China’s access to U.S. capital markets and imposing greater scrutiny on Chinese companies.By Alan Rappeport and Ana Swanson","https://www.nytimes.com/2019/10/10/us/politics/trump-china-trade.html","China Trade Talks Restart as White House Explores Escalation Options","null","Alan Rappeport","Mr. Trump’s tariffs have already pushed some companies to move their operations out of China. But the raft of new investment restrictions and export controls that the administration is mulling would further sever supply chains and discourage financial integration between the countries, potentially to the detriment of financial markets.","Oct. 10, 2019"
"1570855756-1741","https://www.nytimes.com/section/politics","Imagenews analysisAs Elizabeth Warren Rises, the G.O.P. Deploys an Old TacticRepublicans are attacking Ms. Warren over authenticity, a sexist trope in politics, much like they did with Hillary Clinton. Ms. Warren has used those attacks to rally supporters.By Thomas Kaplan","https://www.nytimes.com/2019/10/10/us/politics/elizabeth-warren-fired-teaching.html","As Elizabeth Warren Rises, the G.O.P. Deploys an Old Tactic","Republicans are attacking Ms. Warren over authenticity, a sexist trope in politics, much like they did with Hillary Clinton. Ms. Warren has used those attacks to rally supporters.","Thomas Kaplan","“These attacks on Senator Warren are absurd,” said Senator Kirsten Gillibrand of New York, who dropped out of the presidential race in August. “Of course pregnancy discrimination was a serious problem in 1971, and it continues to be a widespread issue today despite a law banning it. The stories that women are sharing are real and powerful.”","Oct. 10, 2019"
"1570855424-591","https://www.nytimes.com/section/politics","ImageHe Was Trump’s First Fan in Congress. Now He’s a Felon.Chris Collins’s sudden rise and fall from presidential cheerleader to admitted liar is a tale of money, family ties and murky ethics.By Vivian Wang","https://www.nytimes.com/2019/10/08/nyregion/rep-chris-collins-trump.html","He Was Trump’s First Fan in Congress. Now He’s a Felon.","Chris Collins’s sudden rise and fall from presidential cheerleader to admitted liar is a tale of money, family ties and murky ethics.","Vivian Wang","But he also developed a reputation as arrogant, ambitious and prone to offensive comments. In 2009, he called the Democratic Assembly speaker the “Antichrist,” a move that many credited with dashing his hopes of a 2010 run for governor. He was overheard at a governor’s speech telling a woman that she could find a seat in exchange for a “lap dance.”","Oct. 8, 2019"
"1570855289-114","https://www.nytimes.com/section/politics","ImageWhite House Memo‘We Absolutely Could Not Do That’: When Seeking Foreign Help Was Out of the QuestionIn every other modern White House, enlisting foreign powers to obtain a political advantage at home was seen as unwise and politically dangerous, if not wrong.By Peter Baker","https://www.nytimes.com/2019/10/06/us/politics/trump-foreign-influence.html","‘We Absolutely Could Not Do That’: When Seeking Foreign Help Was Out of the Question","null","Peter Baker","In pressing for the prosecutor’s ouster, Mr. Biden was carrying out Mr. Obama’s policy as developed by his national security team and coordinated with European allies and the International Monetary Fund, all of which considered the Ukrainian prosecutor to be deliberately overlooking corruption.","Oct. 6, 2019"
"1570855838-2045","https://www.nytimes.com/section/politics","ImageGiuliani’s Ukraine Team: In Search of Influence, Dirt and MoneyThe president’s lawyer was paid by Lev Parnas, who with Igor Fruman worked on behalf of President Trump in Ukraine.By Kenneth P. Vogel","https://www.nytimes.com/2019/10/10/us/politics/rudy-giuliani-ukraine-associates.html","Giuliani’s Ukraine Team: In Search of Influence, Dirt and Money","The president’s lawyer was paid by Lev Parnas, who with Igor Fruman worked on behalf of President Trump in Ukraine.","Kenneth P. Vogel","The project did not pan out, Mr. Giuliani said.","Oct. 10, 2019"
"1570855756-1727","https://www.nytimes.com/section/politics","Imagenews analysisAs Elizabeth Warren Rises, the G.O.P. Deploys an Old TacticRepublicans are attacking Ms. Warren over authenticity, a sexist trope in politics, much like they did with Hillary Clinton. Ms. Warren has used those attacks to rally supporters.By Thomas Kaplan","https://www.nytimes.com/2019/10/10/us/politics/elizabeth-warren-fired-teaching.html","As Elizabeth Warren Rises, the G.O.P. Deploys an Old Tactic","Republicans are attacking Ms. Warren over authenticity, a sexist trope in politics, much like they did with Hillary Clinton. Ms. Warren has used those attacks to rally supporters.","Thomas Kaplan","WASHINGTON — President Trump and his allies have struggled for months to come up with effective ways to confront Senator Elizabeth Warren, whose steady rise in the polls put the lie to Mr. Trump’s boasts last spring that she was “finished” and “gone,” undone by her past claims of Native American ancestry.","Oct. 10, 2019"
"1570855470-781","https://www.nytimes.com/section/politics","ImageBy Taking Aim at Chinese Tech Firms, Trump Signals a Strategy ShiftIn blacklisting surveillance companies, the United States is the first major government to punish China for its crackdown on Muslims.By Paul Mozur and Edward Wong","https://www.nytimes.com/2019/10/08/business/china-human-rights-technology-xinjiang.html","By Taking Aim at Chinese Tech Firms, Trump Signals a Strategy Shift","In blacklisting surveillance companies, the United States is the first major government to punish China for its crackdown on Muslims.","Paul Mozur","“Most global technology companies are setting up labs abroad, partnering with the best universities around the world and looking to recruit top talent from everywhere,” he said. “That all just got a lot harder now that they’re marked with the scarlet letter of the entity list.”","Oct. 8, 2019"
"1570855498-895","https://www.nytimes.com/section/politics","ImageIn Trump, Turkey’s Erdogan Keeps Finding a Sympathetic EarThe Turkish leader has repeatedly talked the president around to his view of the world.By Michael Crowley and Carlotta Gall","https://www.nytimes.com/2019/10/08/us/politics/trump-erdogan-turkey-visit.html","In Trump, Turkey’s Erdogan Keeps Finding a Sympathetic Ear","The Turkish leader has repeatedly talked the president around to his view of the world.","Michael Crowley","The relationship between the two prideful and blustery men has had its rocky patches — and its threats. Mr. Trump, facing backlash from Republicans on Monday, warned on Twitter that he would “totally destroy and obliterate the Economy of Turkey” if Mr. Erdogan were to cross unspecified “limits” in Syria.","Oct. 8, 2019"
